date_time,amount,method
2026-04-02 00:41:03.420012,3200.00,BALANCE
2026-04-01 23:52:14.597666,3010.000,USDT
2026-04-01 23:24:36.388907,0.00,BALANCE
2026-04-01 23:19:48.236032,3900.00,card
2026-04-01 22:40:15.750688,2730.000,USDT
2026-04-01 22:03:16.944922,2800.000,USDT
2026-04-01 20:27:51.970109,2000.00,BALANCE
2026-04-01 20:17:18.845793,2730.000,USDT
2026-04-01 19:58:06.820963,3200.00,card
2026-04-01 19:55:50.76529,1400.000,USDT
2026-04-01 19:42:39.423086,0.00,BALANCE
2026-04-01 19:20:35.929241,1700.00,BALANCE
2026-04-01 19:20:27.971423,3200.00,card
2026-04-01 19:16:51.801407,3200.00,card
2026-04-01 17:32:36.215519,1900.00,BALANCE
2026-04-01 17:30:04.226754,1200.00,BALANCE
2026-04-01 17:27:18.971094,3200.00,card
2026-04-01 17:21:03.969112,1900.00,nirvana
2026-04-01 17:15:25.944243,2000.00,BALANCE
2026-04-01 16:41:48.416726,3200.00,card
2026-04-01 16:40:15.854234,2100.000,USDT
2026-04-01 16:19:50.283185,2940.000,USDT
2026-04-01 15:15:05.162488,3900.00,card
2026-04-01 14:41:18.61909,3200.00,card
2026-04-01 13:57:21.649426,2240.000,USDT
2026-04-01 13:19:31.67228,2730.000,USDT
2026-04-01 13:09:50.036035,2900.00,BALANCE
2026-04-01 13:02:48.121602,12000.00,BALANCE
2026-04-01 12:53:02.695056,8400.000,USDT
2026-04-01 12:39:35.873208,1900.00,BALANCE
2026-04-01 12:23:52.228749,3000.00,card
2026-04-01 12:05:46.356072,2030.000,USDT
2026-04-01 12:05:17.467739,1200.00,card
2026-04-01 12:05:05.246181,2240.000,USDT
2026-04-01 11:55:41.852103,2030.000,USDT
2026-04-01 11:28:57.526425,3200.00,card
2026-04-01 10:15:26.845744,14000.00,card
2026-04-01 10:01:27.773596,2900.00,BALANCE
2026-04-01 09:25:36.461754,2100.000,USDT
2026-04-01 07:40:09.384201,3200.00,card
2026-04-01 07:32:52.548794,9800.000,USDT
2026-04-01 06:29:34.869595,3200.00,BALANCE
2026-04-01 02:45:23.233799,3200.00,card
2026-04-01 01:05:37.722657,14000.00,BALANCE
2026-04-01 00:29:36.325882,9100.000,USDT
